"","region","electores","percent_participacion","votos_emitidos","votos_validos","organizacion_politica","tipo_organizacion_politica","votos","percent_votos","year","vuelta"
"586","JUNIN",852094,0.80528,686172,588262,"JUNTOS POR JUNIN","ALIANZA ELECTORAL",84572,0.14377,"2014","1"
"587","JUNIN",852094,0.80528,686172,588262,"FUERZA POPULAR","PARTIDO POLÍTICO",57619,0.09795,"2014","1"
"588","JUNIN",852094,0.80528,686172,588262,"JUNIN EMPRENDEDORES RUMBO AL 21","MOVIMIENTO REGIONAL",46009,0.07821,"2014","1"
"589","JUNIN",852094,0.80528,686172,588262,"MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN","MOVIMIENTO REGIONAL",21609,0.03673,"2014","1"
"590","JUNIN",852094,0.80528,686172,588262,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",19526,0.03319,"2014","1"
"591","JUNIN",852094,0.80528,686172,588262,"MOVIMIENTO REGIONAL INDEPENDIENTE CON EL PERU","MOVIMIENTO REGIONAL",10710,0.01821,"2014","1"
"592","JUNIN",852094,0.80528,686172,588262,"MOVIMIENTO ETNOCACERISTA DE JUNIN","MOVIMIENTO REGIONAL",8228,0.01399,"2014","1"
"593","JUNIN",852094,0.80528,686172,588262,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",7189,0.01222,"2014","1"
"594","JUNIN",852094,0.80528,686172,588262,"PERU POSIBLE","PARTIDO POLÍTICO",4827,0.00821,"2014","1"
"595","JUNIN",852094,0.80528,686172,588262,"SOLIDARIDAD NACIONAL","PARTIDO POLÍTICO",4483,0.00762,"2014","1"
"596","JUNIN",852094,0.80528,686172,588262,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",1513,0.00257,"2014","1"
"597","JUNIN",852094,0.80528,686172,588262,"VOTOS EN BLANCO",NA,52230,NA,"2014","1"
"598","JUNIN",852094,0.80528,686172,588262,"VOTOS NULOS",NA,45680,NA,"2014","1"
"599","LA LIBERTAD",1248026,0.83737,1045062,873941,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",380875,0.43581,"2014","1"
"600","LA LIBERTAD",1248026,0.83737,1045062,873941,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",293510,0.33585,"2014","1"
"601","LA LIBERTAD",1248026,0.83737,1045062,873941,"MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ","MOVIMIENTO REGIONAL",76921,0.08802,"2014","1"
"602","LA LIBERTAD",1248026,0.83737,1045062,873941,"SUMATE POR UNA NUEVA LIBERTAD","ALIANZA ELECTORAL",28553,0.03267,"2014","1"
"603","LA LIBERTAD",1248026,0.83737,1045062,873941,"MOVIMIENTO REGIONAL INDEPENDIENTE DE CAMPESINOS, OBREROS, EMPLEADOS Y ESTUDIANTES","MOVIMIENTO REGIONAL",26056,0.02981,"2014","1"
"604","LA LIBERTAD",1248026,0.83737,1045062,873941,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",24036,0.0275,"2014","1"
"605","LA LIBERTAD",1248026,0.83737,1045062,873941,"ACCION POPULAR","PARTIDO POLÍTICO",9728,0.01113,"2014","1"
"606","LA LIBERTAD",1248026,0.83737,1045062,873941,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",9683,0.01108,"2014","1"
"607","LA LIBERTAD",1248026,0.83737,1045062,873941,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",6934,0.00793,"2014","1"
"608","LA LIBERTAD",1248026,0.83737,1045062,873941,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",6233,0.00713,"2014","1"
"609","LA LIBERTAD",1248026,0.83737,1045062,873941,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",4552,0.00521,"2014","1"
"610","LA LIBERTAD",1248026,0.83737,1045062,873941,"PERU PATRIA SEGURA","PARTIDO POLÍTICO",3767,0.00431,"2014","1"
"611","LA LIBERTAD",1248026,0.83737,1045062,873941,"PERU POSIBLE","PARTIDO POLÍTICO",3093,0.00354,"2014","1"
"612","LA LIBERTAD",1248026,0.83737,1045062,873941,"VOTOS EN BLANCO",NA,90098,NA,"2014","1"
"613","LA LIBERTAD",1248026,0.83737,1045062,873941,"VOTOS NULOS",NA,81023,NA,"2014","1"
"614","LAMBAYEQUE",858177,0.83959,720520,609416,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",203536,0.33399,"2014","1"
"615","LAMBAYEQUE",858177,0.83959,720520,609416,"FUERZA POPULAR","ALIANZA ELECTORAL",144279,0.23675,"2014","1"
"616","LAMBAYEQUE",858177,0.83959,720520,609416,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",117430,0.19269,"2014","1"
"617","LAMBAYEQUE",858177,0.83959,720520,609416,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",46044,0.07555,"2014","1"
"618","LAMBAYEQUE",858177,0.83959,720520,609416,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",34500,0.05661,"2014","1"
"619","LAMBAYEQUE",858177,0.83959,720520,609416,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",16130,0.02647,"2014","1"
"620","LAMBAYEQUE",858177,0.83959,720520,609416,"CAMBIO NORTEÑO","MOVIMIENTO REGIONAL",10028,0.01646,"2014","1"
"621","LAMBAYEQUE",858177,0.83959,720520,609416,"MOVIMIENTO REGIONAL DE LAS MANOS LIMPIAS","MOVIMIENTO REGIONAL",9422,0.01546,"2014","1"
"622","LAMBAYEQUE",858177,0.83959,720520,609416,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",9360,0.01536,"2014","1"
"623","LAMBAYEQUE",858177,0.83959,720520,609416,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",8857,0.01453,"2014","1"
"624","LAMBAYEQUE",858177,0.83959,720520,609416,"PERU POSIBLE","PARTIDO POLÍTICO",4450,0.0073,"2014","1"
"625","LAMBAYEQUE",858177,0.83959,720520,609416,"VAMOS PERU","PARTIDO POLÍTICO",3000,0.00492,"2014","1"
"626","LAMBAYEQUE",858177,0.83959,720520,609416,"PODER PARA TODOS","MOVIMIENTO REGIONAL",2380,0.00391,"2014","1"
"627","LAMBAYEQUE",858177,0.83959,720520,609416,"VOTOS EN BLANCO",NA,59342,NA,"2014","1"
"628","LAMBAYEQUE",858177,0.83959,720520,609416,"VOTOS NULOS",NA,51762,NA,"2014","1"
"629","LIMA",678480,0.85986,583397,488735,"CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA","MOVIMIENTO REGIONAL",93607,0.19153,"2014","1"
"630","LIMA",678480,0.85986,583397,488735,"PATRIA JOVEN","MOVIMIENTO REGIONAL",66800,0.13668,"2014","1"
"631","LIMA",678480,0.85986,583397,488735,"FUERZA POPULAR","PARTIDO POLÍTICO",63078,0.12906,"2014","1"
"632","LIMA",678480,0.85986,583397,488735,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",57658,0.11797,"2014","1"
"633","LIMA",678480,0.85986,583397,488735,"FUERZA REGIONAL","MOVIMIENTO REGIONAL",57437,0.11752,"2014","1"
"634","LIMA",678480,0.85986,583397,488735,"MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA","MOVIMIENTO REGIONAL",55361,0.11327,"2014","1"
"635","LIMA",678480,0.85986,583397,488735,"SOLIDARIDAD NACIONAL","PARTIDO POLÍTICO",22303,0.04563,"2014","1"
"636","LIMA",678480,0.85986,583397,488735,"SIEMPRE UNIDOS","PARTIDO POLÍTICO",21014,0.043,"2014","1"
"637","LIMA",678480,0.85986,583397,488735,"COLECTIVO CIUDADANO CONFIANZA PERU","MOVIMIENTO REGIONAL",12378,0.02533,"2014","1"
"638","LIMA",678480,0.85986,583397,488735,"ACCION POPULAR","PARTIDO POLÍTICO",11405,0.02334,"2014","1"
"639","LIMA",678480,0.85986,583397,488735,"MOVIMIENTO REGIONAL JUSTICIA Y CAPACIDAD","MOVIMIENTO REGIONAL",11005,0.02252,"2014","1"
"640","LIMA",678480,0.85986,583397,488735,"UNION POR EL PERU","PARTIDO POLÍTICO",5243,0.01073,"2014","1"
"641","LIMA",678480,0.85986,583397,488735,"PERU POSIBLE","PARTIDO POLÍTICO",4324,0.00885,"2014","1"
"642","LIMA",678480,0.85986,583397,488735,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",3951,0.00808,"2014","1"
"643","LIMA",678480,0.85986,583397,488735,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",3171,0.00649,"2014","1"
"644","LIMA",678480,0.85986,583397,488735,"VOTOS EN BLANCO",NA,51222,NA,"2014","1"
"645","LIMA",678480,0.85986,583397,488735,"VOTOS NULOS",NA,43440,NA,"2014","1"
"646","LORETO",615249,0.7646,470417,397778,"MOVIMIENTO INTEGRACION LORETANA","MOVIMIENTO REGIONAL",164210,0.41282,"2014","1"
"647","LORETO",615249,0.7646,470417,397778,"FUERZA LORETANA","MOVIMIENTO REGIONAL",111562,0.28046,"2014","1"
"648","LORETO",615249,0.7646,470417,397778,"MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO","MOVIMIENTO REGIONAL",62778,0.15782,"2014","1"
"649","LORETO",615249,0.7646,470417,397778,"MOVIMIENTO ESPERANZA REGION AMAZONICA","MOVIMIENTO REGIONAL",25824,0.06492,"2014","1"
"650","LORETO",615249,0.7646,470417,397778,"ACCION POPULAR","PARTIDO POLÍTICO",23686,0.05955,"2014","1"
"651","LORETO",615249,0.7646,470417,397778,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",4970,0.01249,"2014","1"
"652","LORETO",615249,0.7646,470417,397778,"MOVIMIENTO POLITICO REGIONAL UNIPOL","MOVIMIENTO REGIONAL",4748,0.01194,"2014","1"
"653","LORETO",615249,0.7646,470417,397778,"VOTOS EN BLANCO",NA,30798,NA,"2014","1"
"654","LORETO",615249,0.7646,470417,397778,"VOTOS NULOS",NA,41841,NA,"2014","1"
"655","MADRE DE DIOS",90542,0.81991,74236,64827,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",19003,0.29313,"2014","1"
"656","MADRE DE DIOS",90542,0.81991,74236,64827,"MOVIMIENTO INDEPENDIENTE AMOR POR MADRE DE DIOS","MOVIMIENTO REGIONAL",16987,0.26204,"2014","1"
"657","MADRE DE DIOS",90542,0.81991,74236,64827,"MOVIMIENTO INDEPENDIENTE OBRAS SIEMPRE OBRAS","MOVIMIENTO REGIONAL",9167,0.14141,"2014","1"
"658","MADRE DE DIOS",90542,0.81991,74236,64827,"MOVIMIENTO REGIONAL FUERZA POR MADRE DE DIOS","MOVIMIENTO REGIONAL",8392,0.12945,"2014","1"
"659","MADRE DE DIOS",90542,0.81991,74236,64827,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",3525,0.05438,"2014","1"
"660","MADRE DE DIOS",90542,0.81991,74236,64827,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",3495,0.05391,"2014","1"
"661","MADRE DE DIOS",90542,0.81991,74236,64827,"UNION POR EL PERU","PARTIDO POLÍTICO",1688,0.02604,"2014","1"
"662","MADRE DE DIOS",90542,0.81991,74236,64827,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",1259,0.01942,"2014","1"
"663","MADRE DE DIOS",90542,0.81991,74236,64827,"SIEMPRE UNIDOS","PARTIDO POLÍTICO",868,0.01339,"2014","1"
"664","MADRE DE DIOS",90542,0.81991,74236,64827,"MOVIMIENTO REGIONAL DE MADRE DE DIOS MINEROS UNIDOS","MOVIMIENTO REGIONAL",443,0.00683,"2014","1"
"665","MADRE DE DIOS",90542,0.81991,74236,64827,"VOTOS EN BLANCO",NA,5430,NA,"2014","1"
"666","MADRE DE DIOS",90542,0.81991,74236,64827,"VOTOS NULOS",NA,3979,NA,"2014","1"
"667","MOQUEGUA",130067,0.8747,113769,95721,"KAUSACHUN","MOVIMIENTO REGIONAL",46975,0.49075,"2014","1"
"668","MOQUEGUA",130067,0.8747,113769,95721,"FRENTE DE INTEGRACION REGIONAL MOQUEGUA EMPRENDEDORA FIRME","MOVIMIENTO REGIONAL",37441,0.39115,"2014","1"
"669","MOQUEGUA",130067,0.8747,113769,95721,"MOVIMIENTO POLITICO REGIONAL CONTIGO MOQUEGUA","MOVIMIENTO REGIONAL",4519,0.04721,"2014","1"
"670","MOQUEGUA",130067,0.8747,113769,95721,"VAMOS PERU","PARTIDO POLÍTICO",2242,0.02342,"2014","1"
"671","MOQUEGUA",130067,0.8747,113769,95721,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",2210,0.02309,"2014","1"
"672","MOQUEGUA",130067,0.8747,113769,95721,"ACCION POPULAR","PARTIDO POLÍTICO",915,0.00956,"2014","1"
"673","MOQUEGUA",130067,0.8747,113769,95721,"SOMOS INDEPENDIENTES","MOVIMIENTO REGIONAL",871,0.0091,"2014","1"
"674","MOQUEGUA",130067,0.8747,113769,95721,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",548,0.00572,"2014","1"
"675","MOQUEGUA",130067,0.8747,113769,95721,"VOTOS EN BLANCO",NA,12658,NA,"2014","1"
"676","MOQUEGUA",130067,0.8747,113769,95721,"VOTOS NULOS",NA,5390,NA,"2014","1"
"677","PASCO",183296,0.81487,149363,118605,"FUERZA POPULAR","PARTIDO POLÍTICO",28090,0.23684,"2014","1"
"678","PASCO",183296,0.81487,149363,118605,"PASCO VERDE","MOVIMIENTO REGIONAL",26417,0.22273,"2014","1"
"679","PASCO",183296,0.81487,149363,118605,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",12853,0.10837,"2014","1"
"680","PASCO",183296,0.81487,149363,118605,"MOVIMIENTO REGIONAL FRENTE ANDINO AMAZONICO","MOVIMIENTO REGIONAL",12093,0.10196,"2014","1"
"681","PASCO",183296,0.81487,149363,118605,"CONCERTACION EN LA REGION","MOVIMIENTO REGIONAL",9942,0.08382,"2014","1"
"682","PASCO",183296,0.81487,149363,118605,"UNION POR EL PERU","PARTIDO POLÍTICO",8972,0.07565,"2014","1"
"683","PASCO",183296,0.81487,149363,118605,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",8855,0.07466,"2014","1"
"684","PASCO",183296,0.81487,149363,118605,"PASCO DIGNIDAD","MOVIMIENTO REGIONAL",8371,0.07058,"2014","1"
"685","PASCO",183296,0.81487,149363,118605,"ACCION POPULAR","PARTIDO POLÍTICO",2178,0.01836,"2014","1"
"686","PASCO",183296,0.81487,149363,118605,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",834,0.00703,"2014","1"
"687","PASCO",183296,0.81487,149363,118605,"VOTOS EN BLANCO",NA,10476,NA,"2014","1"
"688","PASCO",183296,0.81487,149363,118605,"VOTOS NULOS",NA,20282,NA,"2014","1"
"689","PIURA",1226898,0.85528,1049340,824229,"UNION DEMOCRATICA DEL NORTE","MOVIMIENTO REGIONAL",298688,0.36238,"2014","1"
"690","PIURA",1226898,0.85528,1049340,824229,"MOVIMIENTO REGIONAL SEGURIDAD Y PROSPERIDAD","MOVIMIENTO REGIONAL",147087,0.17845,"2014","1"
"691","PIURA",1226898,0.85528,1049340,824229,"REGION PARA TODOS","MOVIMIENTO REGIONAL",108922,0.13215,"2014","1"
"692","PIURA",1226898,0.85528,1049340,824229,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",82372,0.09994,"2014","1"
"693","PIURA",1226898,0.85528,1049340,824229,"MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL","MOVIMIENTO REGIONAL",73913,0.08968,"2014","1"
"694","PIURA",1226898,0.85528,1049340,824229,"FUERZA POPULAR","PARTIDO POLÍTICO",38475,0.04668,"2014","1"
"695","PIURA",1226898,0.85528,1049340,824229,"AGRO SI","MOVIMIENTO REGIONAL",30313,0.03678,"2014","1"
"696","PIURA",1226898,0.85528,1049340,824229,"MOVIMIENTO REGIONAL OBRAS + OBRAS","MOVIMIENTO REGIONAL",19341,0.02347,"2014","1"
"697","PIURA",1226898,0.85528,1049340,824229,"ACCION POPULAR","PARTIDO POLÍTICO",11373,0.0138,"2014","1"
"698","PIURA",1226898,0.85528,1049340,824229,"VAMOS PERU","PARTIDO POLÍTICO",8977,0.01089,"2014","1"
"699","PIURA",1226898,0.85528,1049340,824229,"UNIDOS CONSTRUYENDO","MOVIMIENTO REGIONAL",2515,0.00305,"2014","1"
"700","PIURA",1226898,0.85528,1049340,824229,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",2253,0.00273,"2014","1"
"701","PIURA",1226898,0.85528,1049340,824229,"VOTOS EN BLANCO",NA,144606,NA,"2014","1"
"702","PIURA",1226898,0.85528,1049340,824229,"VOTOS NULOS",NA,80505,NA,"2014","1"
"703","PUNO",841046,0.87252,733831,596450,"PROYECTO DE LA INTEGRACION PARA LA COOPERACION","MOVIMIENTO REGIONAL",174395,0.29239,"2014","1"
"704","PUNO",841046,0.87252,733831,596450,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",128512,0.21546,"2014","1"
"705","PUNO",841046,0.87252,733831,596450,"POR LAS COMUNIDADES FUENTE DE INTEGRACIÓN ANDINA DE PUNO - CONFIA - PUNO","MOVIMIENTO REGIONAL",77832,0.13049,"2014","1"
"706","PUNO",841046,0.87252,733831,596450,"PODER DEMOCRATICO REGIONAL","MOVIMIENTO REGIONAL",34633,0.05807,"2014","1"
"707","PUNO",841046,0.87252,733831,596450,"FRENTE AMPLIO PARA EL DESARROLLO DEL PUEBLO","MOVIMIENTO REGIONAL",31304,0.05248,"2014","1"
"708","PUNO",841046,0.87252,733831,596450,"PODER ANDINO","MOVIMIENTO REGIONAL",27162,0.04554,"2014","1"
"709","PUNO",841046,0.87252,733831,596450,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",23931,0.04012,"2014","1"
"710","PUNO",841046,0.87252,733831,596450,"FRENTE AMPLIO DE PUNO","MOVIMIENTO REGIONAL",16750,0.02808,"2014","1"
"711","PUNO",841046,0.87252,733831,596450,"PROYECTO POLITICO AQUI","MOVIMIENTO REGIONAL",15530,0.02604,"2014","1"
"712","PUNO",841046,0.87252,733831,596450,"MOVIMIENTO AGRARIO PUNEÑO","MOVIMIENTO REGIONAL",14055,0.02356,"2014","1"
"713","PUNO",841046,0.87252,733831,596450,"ACCION POPULAR","PARTIDO POLÍTICO",10557,0.0177,"2014","1"
"714","PUNO",841046,0.87252,733831,596450,"RESTAURACION NACIONAL","PARTIDO POLÍTICO",10011,0.01678,"2014","1"
"715","PUNO",841046,0.87252,733831,596450,"MOVIMIENTO ANDINO SOCIALISTA","MOVIMIENTO REGIONAL",9326,0.01564,"2014","1"
"716","PUNO",841046,0.87252,733831,596450,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",8839,0.01482,"2014","1"
"717","PUNO",841046,0.87252,733831,596450,"FUERZA POPULAR","PARTIDO POLÍTICO",8285,0.01389,"2014","1"
"718","PUNO",841046,0.87252,733831,596450,"MOVIMIENTO AL SOCIALISMO Y LIBERTAD","MOVIMIENTO REGIONAL",5328,0.00893,"2014","1"
"719","PUNO",841046,0.87252,733831,596450,"VOTOS EN BLANCO",NA,73662,NA,"2014","1"
"720","PUNO",841046,0.87252,733831,596450,"VOTOS NULOS",NA,63719,NA,"2014","1"
"721","SAN MARTIN",545521,0.82625,450736,368514,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",74176,0.20128,"2014","1"
"722","SAN MARTIN",545521,0.82625,450736,368514,"FUERZA POPULAR","PARTIDO POLÍTICO",58484,0.1587,"2014","1"
"723","SAN MARTIN",545521,0.82625,450736,368514,"ACCION POPULAR","PARTIDO POLÍTICO",56814,0.15417,"2014","1"
"724","SAN MARTIN",545521,0.82625,450736,368514,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",56247,0.15263,"2014","1"
"725","SAN MARTIN",545521,0.82625,450736,368514,"NUEVA AMAZONIA","MOVIMIENTO REGIONAL",53941,0.14637,"2014","1"
"726","SAN MARTIN",545521,0.82625,450736,368514,"FUERZA COMUNAL","MOVIMIENTO REGIONAL",38898,0.10555,"2014","1"
"727","SAN MARTIN",545521,0.82625,450736,368514,"ACCION REGIONAL","MOVIMIENTO REGIONAL",19710,0.05349,"2014","1"
"728","SAN MARTIN",545521,0.82625,450736,368514,"MAS SAN MARTIN","MOVIMIENTO REGIONAL",10244,0.0278,"2014","1"
"729","SAN MARTIN",545521,0.82625,450736,368514,"VOTOS EN BLANCO",NA,41028,NA,"2014","1"
"730","SAN MARTIN",545521,0.82625,450736,368514,"VOTOS NULOS",NA,41194,NA,"2014","1"
"731","TACNA",246256,0.86476,212952,179631,"MOVIMIENTO CIVICO PERUANO","MOVIMIENTO REGIONAL",34058,0.1896,"2014","1"
"732","TACNA",246256,0.86476,212952,179631,"VAMOS PERU","PARTIDO POLÍTICO",32098,0.17869,"2014","1"
"733","TACNA",246256,0.86476,212952,179631,"BANDERAS TACNEÑISTAS","MOVIMIENTO REGIONAL",29164,0.16236,"2014","1"
"734","TACNA",246256,0.86476,212952,179631,"IGUALDAD NACIONAL CRISTIANA AUTONOMA","MOVIMIENTO REGIONAL",12319,0.06858,"2014","1"
"735","TACNA",246256,0.86476,212952,179631,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",10621,0.05913,"2014","1"
"736","TACNA",246256,0.86476,212952,179631,"PARTIDO POPULAR CRISTIANO - PPC","PARTIDO POLÍTICO",10274,0.0572,"2014","1"
"737","TACNA",246256,0.86476,212952,179631,"DESARROLLO PARA TACNA","MOVIMIENTO REGIONAL",6873,0.03826,"2014","1"
"738","TACNA",246256,0.86476,212952,179631,"ALIANZA POR TACNA","MOVIMIENTO REGIONAL",6774,0.03771,"2014","1"
"739","TACNA",246256,0.86476,212952,179631,"PERU PATRIA SEGURA","PARTIDO POLÍTICO",6058,0.03372,"2014","1"
"740","TACNA",246256,0.86476,212952,179631,"ARRIBA TACNA","MOVIMIENTO REGIONAL",5651,0.03146,"2014","1"
"741","TACNA",246256,0.86476,212952,179631,"MOVIMIENTO POPULAR AYMARA QUECHUA AMAZONENSE","MOVIMIENTO REGIONAL",5510,0.03067,"2014","1"
"742","TACNA",246256,0.86476,212952,179631,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",4517,0.02515,"2014","1"
"743","TACNA",246256,0.86476,212952,179631,"PARTIDO APRISTA PERUANO","PARTIDO POLÍTICO",3910,0.02177,"2014","1"
"744","TACNA",246256,0.86476,212952,179631,"ACCION POPULAR","PARTIDO POLÍTICO",2806,0.01562,"2014","1"
"745","TACNA",246256,0.86476,212952,179631,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",2485,0.01383,"2014","1"
"746","TACNA",246256,0.86476,212952,179631,"PARTIDO DEMOCRATICO SOMOS PERU","PARTIDO POLÍTICO",2309,0.01285,"2014","1"
"747","TACNA",246256,0.86476,212952,179631,"TACNA LIBRE","MOVIMIENTO REGIONAL",1721,0.00958,"2014","1"
"748","TACNA",246256,0.86476,212952,179631,"PERU POSIBLE","PARTIDO POLÍTICO",1451,0.00808,"2014","1"
"749","TACNA",246256,0.86476,212952,179631,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",1032,0.00575,"2014","1"
"750","TACNA",246256,0.86476,212952,179631,"VOTOS EN BLANCO",NA,17687,NA,"2014","1"
"751","TACNA",246256,0.86476,212952,179631,"VOTOS NULOS",NA,15634,NA,"2014","1"
"752","TUMBES",152314,0.85363,130020,105554,"RECONSTRUCCION CON OBRAS MAS OBRAS PARA UN TUMBES BELLO","MOVIMIENTO REGIONAL",24972,0.23658,"2014","1"
"753","TUMBES",152314,0.85363,130020,105554,"MOVIMIENTO INDEPENDIENTE REGIONAL YO SI AMO A TUMBES","MOVIMIENTO REGIONAL",17650,0.16721,"2014","1"
"754","TUMBES",152314,0.85363,130020,105554,"MOVIMIENTO INDEPENDIENTE REGIONAL FAENA","MOVIMIENTO REGIONAL",12228,0.11585,"2014","1"
"755","TUMBES",152314,0.85363,130020,105554,"DEMOCRACIA DIRECTA","PARTIDO POLÍTICO",11504,0.10899,"2014","1"
"756","TUMBES",152314,0.85363,130020,105554,"UNION POR EL PERU","PARTIDO POLÍTICO",8476,0.0803,"2014","1"
"757","TUMBES",152314,0.85363,130020,105554,"SOLIDARIDAD NACIONAL","PARTIDO POLÍTICO",6766,0.0641,"2014","1"
"758","TUMBES",152314,0.85363,130020,105554,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",5513,0.05223,"2014","1"
"759","TUMBES",152314,0.85363,130020,105554,"MOVIMIENTO TUMBESINO PUEBLO UNIDO","MOVIMIENTO REGIONAL",3698,0.03503,"2014","1"
"760","TUMBES",152314,0.85363,130020,105554,"FUERZA POPULAR","PARTIDO POLÍTICO",3555,0.03368,"2014","1"
"761","TUMBES",152314,0.85363,130020,105554,"PROGRESO, DIGNIDAD Y TRABAJO","MOVIMIENTO REGIONAL",2544,0.0241,"2014","1"
"762","TUMBES",152314,0.85363,130020,105554,"YA ES LA HORA","MOVIMIENTO REGIONAL",2282,0.02162,"2014","1"
"763","TUMBES",152314,0.85363,130020,105554,"VAMOS PERU","PARTIDO POLÍTICO",1464,0.01387,"2014","1"
"764","TUMBES",152314,0.85363,130020,105554,"GANA TUMBES","MOVIMIENTO REGIONAL",898,0.00851,"2014","1"
"765","TUMBES",152314,0.85363,130020,105554,"SIEMPRE UNIDOS","PARTIDO POLÍTICO",851,0.00806,"2014","1"
"766","TUMBES",152314,0.85363,130020,105554,"ACCION POPULAR","PARTIDO POLÍTICO",729,0.00691,"2014","1"
"767","TUMBES",152314,0.85363,130020,105554,"PERU PATRIA SEGURA","PARTIDO POLÍTICO",714,0.00676,"2014","1"
"768","TUMBES",152314,0.85363,130020,105554,"PARTIDO HUMANISTA PERUANO","PARTIDO POLÍTICO",547,0.00518,"2014","1"
"769","TUMBES",152314,0.85363,130020,105554,"MOVIMIENTO DE INTEGRACION ECOLOGISTA TUMBESINO","MOVIMIENTO REGIONAL",484,0.00459,"2014","1"
"770","TUMBES",152314,0.85363,130020,105554,"PARTICIPACION TUMBESINA","MOVIMIENTO REGIONAL",371,0.00351,"2014","1"
"771","TUMBES",152314,0.85363,130020,105554,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD","PARTIDO POLÍTICO",308,0.00292,"2014","1"
"772","TUMBES",152314,0.85363,130020,105554,"VOTOS EN BLANCO",NA,14256,NA,"2014","1"
"773","TUMBES",152314,0.85363,130020,105554,"VOTOS NULOS",NA,10210,NA,"2014","1"
"774","CALLAO",712595,0.84409,601492,504524,"CHIMPUM CALLAO","ALIANZA ELECTORAL",200082,0.39658,"2014","1"
"775","CALLAO",712595,0.84409,601492,504524,"ACCION POPULAR","PARTIDO POLÍTICO",107104,0.21229,"2014","1"
"776","CALLAO",712595,0.84409,601492,504524,"POR TI CALLAO","MOVIMIENTO REGIONAL",57034,0.11305,"2014","1"
"777","CALLAO",712595,0.84409,601492,504524,"FUERZA POPULAR","PARTIDO POLÍTICO",41526,0.08231,"2014","1"
"778","CALLAO",712595,0.84409,601492,504524,"MI CALLAO","MOVIMIENTO REGIONAL",19960,0.03956,"2014","1"
"779","CALLAO",712595,0.84409,601492,504524,"ALIANZA PARA EL PROGRESO","PARTIDO POLÍTICO",16040,0.03179,"2014","1"
